2023-12-21,-246.0,kLvHtvsPETpctMoPJv
2023-12-21,-219.0,XzLekUfNenLnJDcHShPf
2023-12-21,-216.0,cIqeLSKRbW
2023-12-21,-216.0,wTFGopvbieJG
2023-12-21,-210.0,LiBHOGYZ
2023-12-21,-164.0,CflJAa
2023-12-21,-135.0,jhPoxRcyJHAyWfieA
2023-12-21,-119.0,ouOGiOnseeNzQGroXHCvVW
2023-12-21,-109.0,FVIIJPrqcmCitknCEi
2023-12-21,-51.0,gWkcpBtglFkyhJPVGaXwxYSC
2023-12-21,-48.0,AvasQnHYwS
2023-12-21,-45.0,wmnadcvt
2023-12-21,-45.0,eyJHSjaLWkl
2023-12-21,-29.0,fejyOTWVlAcdHN
2023-12-21,-24.0,UGemgEb
2023-12-21,-16.0,debooKdHxZTZzJxF
2023-12-21,-2.0,xcZl
2023-12-21,20.0,HFphSCEdCzVQEZOCgwtdKEQfw
2023-12-21,30.0,eNQKQftfJ
2023-12-21,37.0,sdIRBnoPuOJCph
2023-12-21,47.0,DhxMfcLt
2023-12-21,60.0,eZqYXbUBBYoqWA
2023-12-21,74.0,oFDqSsXHuqhvbQBaMIHZBoCW
2023-12-21,89.0,zJPZZDmM
2023-12-21,97.0,LApbK
2023-12-21,100.0,IihWbzGnYIQsxD
2023-12-21,101.0,eagWgWonsNsDdchlG
2023-12-21,113.0,LiRgRgxrrobTKQtYJgcsW
2023-12-21,117.0,ATrNsNcIbyrN
2023-12-21,133.0,pMWeGKKqqFQbgkUtzhzRhIHTL
2023-12-21,137.0,vYZwGTSYfB
2023-12-21,137.0,WCTjq
2023-12-21,151.0,DWhKSdcRZSMgOKb
2023-12-21,151.0,OSHTzXFSCLtwmiL
2023-12-21,160.0,erCDDH
2023-12-21,207.0,xpWirBhHLPmPpWv
2023-12-21,211.0,xYOsFjNdmmT
2023-12-21,215.0,FakcbM
2023-12-21,240.0,HLiagYOh
2023-12-21,248.0,lYBTldpCvS
2023-12-21,259.0,xuUPqCYtBHikz
2023-12-21,267.0,nPaWkklVIkfcpMAD
2023-12-21,271.0,fKcENjxoEBKDp
2023-12-21,290.0,ILxEwyfMCvQOxjzsXIFfcRl
2023-12-21,303.0,kzD
2023-12-21,317.0,AqrTEFEGkRNswQHhTfCeUs
2023-12-21,325.0,CNI
2023-12-21,327.0,vtloyLkNDbN
2023-12-21,332.0,ddesedacefaf
2023-12-21,333.0,xftbqwJex
2023-12-21,336.0,YZSBHOpthevTNlRhYPbWS
2023-12-21,346.0,IzdHncvegkfxBzacLwXmK
2023-12-21,353.0,yftKFRuoyaMgdefAORAJYtrcZ
2023-12-21,355.0,hVqfmMFjmGSL
2023-12-21,418.0,hvJxGvXJKCcVYvT
2023-12-21,422.0,edizxrhJBCCxhWeeXxLtT
2023-12-21,425.0,fnpUujqapWQ
2023-12-21,454.0,hUkUriyRDEei
2023-12-21,464.0,kZJlcFOaDEXQrTXsLHhncj
2023-12-21,469.0,kzndjWonerq
2023-12-21,476.0,GgxsNFBONQjgthXRkxFQn
2023-12-21,482.0,cvkWOlrYjAhUDHueZxLPDWR
2023-12-21,494.0,JDBcjwxAumh
2023-12-21,512.0,pwlcVVXkpGTljZBzNJ
2023-12-21,516.0,LVmMH
2023-12-21,548.0,TtAoyVriobjvS
2023-12-21,551.0,LjkNMgxPDBmmTIpgLFWbT
2023-12-21,566.0,MRADIRMLnBeqAqRXUkSeb
2023-12-21,579.0,wNQQvtAiUEsyBvMlK
2023-12-21,581.0,PtYlZhkuubvqKHLyDRWckqkjE
2023-12-21,611.0,SrojpletlpkT
2023-12-21,627.0,DkySZhSqeFsDLbaACec
2023-12-21,629.0,TKiiyFUzNiHTG
2023-12-21,641.0,TOdCEnROJYWocfuSTYCuNrHJ
2023-12-21,655.0,xINrstPwUySAWjTScqYYmdUt
2023-12-21,656.0,cMVepxbAwBmIFMOjEH
2023-12-21,658.0,HrviOwWJZbPCchfOCLKO
2023-12-21,697.0,fxZnrvTppdNwlyjr
2023-12-21,712.0,nJABeOzsmqVwtGg
2023-12-21,715.0,msmHcDnOlVEr
2023-12-21,723.0,oJGZ
2023-12-21,738.0,EswNpvJqXuptEEaMcsiZM
2023-12-21,741.0,cADzWfMRQOjhHkkJARkk
2023-12-21,753.0,KGHGlAKgHnHMvIrwHWWZyNlvZ
2023-12-21,772.0,gMpelWXSeGINnPbzJNsM
2023-12-21,775.0,oEOah
2023-12-21,786.0,FuAvkbIqVgokcAkxVY
2023-12-21,809.0,TVjGPdYcXZDTm
2023-12-21,812.0,xinbccVXgUoRrijuXMA
2023-12-21,817.0,GcJVIFTApfEhMIXgNKvOJR
2023-12-21,822.0,vTODcCpKRCPDrcGjtJtkOdQcO
2023-12-21,838.0,htZMkJWFAPqDUQZLOIIuH
2023-12-21,840.0,UZxnxgjshtwuX
2023-12-21,854.0,fgZdvPeTVjCUkIuLnxNlPWx
2023-12-21,855.0,tucvxxTbMfIdMRXrk
2023-12-21,857.0,PdzFMzcDppQNwBJeJaWfZBYo
2023-12-21,862.0,oWPiowTqLzDFkS
2023-12-21,869.0,YVJWDK
2023-12-21,872.0,jsJxpbvvnMW
2023-12-21,923.0,FhMBenqvgBRdLUzpmWFaPp
2023-12-21,933.0,PrUKlQynibsvJASuQmATU
2023-12-21,948.0,lQDZYHyC
2023-12-21,948.0,RzaTtkWCRAIXjOq
2023-12-21,954.0,XUCQzaEIahdsnDrJg
2023-12-21,968.0,kMCMCaPPHzy
2023-12-21,975.0,fHyRNKO
2023-12-21,977.0,DHcBoEOeIVgjOEFanWcjfEDbW
2023-12-21,983.0,oicthkLwlBmaOpzz
2023-12-21,986.0,NpptcpRJARs
2023-12-21,1010.0,TxXNAgULVZpOA
2023-12-21,1026.0,fcpylDs
2023-12-21,1043.0,JRRhbeFCabkgQbhgYxgEkR
2023-12-21,1052.0,YrTSOdCMFvWOwdUeYT
2023-12-21,1069.0,LEUGMHAXeMqpGmzRZ
2023-12-21,1106.0,KRsiJbHhclG
2023-12-21,1125.0,asNTcRXzkmUiVVExxAK
2023-12-21,1139.0,voMSIYdjNAzlpbicnlsHe
2023-12-21,1148.0,kMP
2023-12-21,1156.0,nHBnyswMgdzb
2023-12-21,1175.0,lRqwn
2023-12-21,1190.0,iaQ
2023-12-21,1191.0,SMP
2023-12-21,1197.0,UiBOSioOzexw
2023-12-21,1203.0,FBmacKNlOblnbjBDdOjKE
2023-12-21,1214.0,soHcLXcGsrCn
2023-12-21,1274.0,OFpnQysRtKPpRewzhe
2023-12-21,1287.0,kMzST
2023-12-21,1287.0,oGaMDyGdHqAwWoFD
2023-12-21,1288.0,nOeXlQeWOLzRIR
2023-12-21,1297.0,FDyitP
2023-12-21,1297.0,iXNdThGVxyW
2023-12-21,1328.0,GiWkgY
2023-12-21,1328.0,RzDpafPoRnPB
2023-12-21,1335.0,pGXPn
2023-12-21,1343.0,FCCYv
2023-12-21,1354.0,MfoCljmHZJzTOSAIHhXp
2023-12-21,1357.0,UwoEbLnLGTl
2023-12-21,1378.0,ZYFPgjAP
2023-12-21,1379.0,rRYLFcidPf
2023-12-21,1386.0,NWTQwhFsCycEnvWFxkcKupdZ
2023-12-21,1411.0,KauObb
2023-12-21,1417.0,oxrTscqGMHru
2023-12-21,1423.0,fhTfbMjbcNVHWV
2023-12-21,1434.0,wroVoFrzurQD
2023-12-21,1435.0,rfmqvTGj
2023-12-21,1446.0,xhgoIv
2023-12-21,1472.0,DZarOYJPFHek
2023-12-21,1475.0,LnJgnZF
2023-12-21,1482.0,kFCKCefsTKmaLpz
2023-12-21,1483.0,nYXoVgWmNNScCMdHMJUv
2023-12-21,1492.0,ogerHWPFKNfMf
2023-12-21,1509.0,eoapEuXFa
2023-12-21,1511.0,SCznNSrNxceFHLwrdArAr
2023-12-21,1540.0,YRsYRjV
2023-12-21,1545.0,AOMUxgwUVlSIUGoANWo
2023-12-21,1569.0,zSsKjIEGBApBrJeBVst
2023-12-21,1572.0,mAPCbtsFWfTOz
2023-12-21,1581.0,GLWPTLjOaVvR
2023-12-21,1619.0,VebAWizfCJb
2023-12-21,1622.0,raMvplthKSgnpZrjeX
2023-12-21,1624.0,YxVkrqKWhQMZeYZr
2023-12-21,1628.0,kIVRRXOlzh
2023-12-21,1667.0,nXOiFFPZjdjxwXCks
2023-12-21,1669.0,QvlT
2023-12-21,1669.0,aOOHCxFJPmOohpqzgDbLaJEzU
2023-12-21,1672.0,ukzccbOAZbyoHB
2023-12-21,1680.0,OHfuRgD
2023-12-21,1680.0,JCkTxiyEupkR
2023-12-21,1689.0,ystFQgYjIqdVTcoyFHWWA
2023-12-21,1692.0,kfdbpeaQwpUroxfVROtuFWwbm
2023-12-21,1698.0,nOexIOhNHJWuQBzbWWaY
2023-12-21,1715.0,nyFfqT
2023-12-21,1732.0,EOBdIpmOPplmcL
2023-12-21,1746.0,TRELhMETsoWHXVplpf
2023-12-21,1750.0,BMxNKkaPEsFc
2023-12-21,1771.0,olPwKKt
2023-12-21,1778.0,jQZMEX
2023-12-21,1814.0,INYhllNvRpyOcBPnUBlFUs
2023-12-21,1848.0,fmBmBmGsiXdzmkVWA
2023-12-21,1883.0,YpWHsfUHHEfkoX
2023-12-21,1896.0,xQpktBKwOTuLTYmDse
2023-12-21,1900.0,BSkLjRVOCSsnatJ
2023-12-21,1904.0,dLSxVdUewezlsAOGLRQcIN
2023-12-21,1905.0,rzxygrtVkPsPbsPKDqJUSyV
2023-12-21,1914.0,XbqmymJpwOw
2023-12-21,1915.0,qhgLiGRzMeJtsERKfuXSqqDrr
2023-12-21,1918.0,DqZik
2023-12-21,1934.0,jiwPuRiKgAtAFZKDx
2023-12-21,1935.0,TEhpQyWPRxgXJCTHT
2023-12-21,1967.0,fsHZAEXTLC
2023-12-21,1998.0,QRcqm
2023-12-21,1998.0,LiHZShSbcwYOgfoFtIHLgYzx
2023-12-21,2001.0,ihurOXkS
2023-12-21,2011.0,bOlnTZqEopZub
2023-12-21,2011.0,EtJgsdXAghmMuvQurEV
2023-12-21,2033.0,YBVZrcHNPchEbHhbMle
2023-12-21,2060.0,SEpSiwJs
2023-12-21,2062.0,dSTPmGCCLTqVkdbnZXrxl
2023-12-21,2085.0,LqihrjBNWyvmWB
2023-12-21,2095.0,HlGBV
2023-12-21,2095.0,uvfTkRUtWWsjoBhEXrEr
2023-12-21,2119.0,ZKPF
2023-12-21,2142.0,vsXMzWDTsMjHoEhZPPVjS
2023-12-21,2143.0,qGcMuo
2023-12-21,2159.0,aimWR
2023-12-21,2174.0,BlZspciogJdnfHHaUoxPtU
2023-12-21,2186.0,SGRnuvW
2023-12-21,2199.0,CuGQqNr
2023-12-21,2201.0,bLCjSj
2023-12-21,2247.0,WXZpl
2023-12-21,2249.0,VQKjjAuxviC
2023-12-21,2254.0,XOZa
2023-12-21,2256.0,qrImYAviRISBOyUaPEj
2023-12-21,2272.0,aRnY
2023-12-21,2292.0,rEVDpMapWOptyxg
2023-12-21,2298.0,OFGRFDJffkIyX
2023-12-21,2304.0,gTdulnRASkl
2023-12-21,2318.0,vGBRcdBPCqxbV
2023-12-21,2402.0,szMCaveeEdZSWOkhDKPngl
2023-12-21,2417.0,iIyaVgKCDQNcg
2023-12-21,2419.0,XgmNUN
2023-12-21,2424.0,utcMsJGSkkazsSVvKH
2023-12-21,2430.0,VvqdhakJkrrKIfWFuKGeasff
2023-12-21,2432.0,bfhEbUUaPrgLlksqVmZQZc
2023-12-21,2462.0,mhuKo
2023-12-21,2492.0,zdBrZgSXSATMtGA
2023-12-21,2512.0,jYMcOQELjYa
2023-12-21,2519.0,asfJIf
2023-12-21,2542.0,GLYaJfxYEYgqACwi
2023-12-21,2544.0,tyMFDExTbpCfsufYPYjvk
2023-12-21,2546.0,wwql
2023-12-21,2569.0,jvLdUUZxUWTr
2023-12-21,2573.0,cBkRA
2023-12-21,2574.0,IaFLZhppZwILyXTp
2023-12-21,2581.0,QNynrlwEEimu
2023-12-21,2587.0,wBpeNilOGfhfRJQztqiSxDgGw
2023-12-21,2588.0,tYncY
2023-12-21,2591.0,bYqdWMVpGmcWryJVIYQWITR
2023-12-21,2596.0,OYAQHhAXcFcXK
2023-12-21,2631.0,csYmuufOaaPXOYfnMTR
2023-12-21,2654.0,jOUmdJwflgAjGQhiUhOZYbSgt
2023-12-21,2655.0,txkPEodJjEq
2023-12-21,2657.0,ofXHlKTJjYeCAiIHuavlnBaW
2023-12-21,2669.0,qZqRFgFZRrPHgvWkhv
2023-12-21,2672.0,SFfscfqtzqyCjmN
2023-12-21,2679.0,uZFwdWQXBYjVOPMFBpA
2023-12-21,2687.0,KmzWuAdfJlhEYLvLNXucgMx
2023-12-21,2713.0,rVzfXXTqlCSAiTo
2023-12-21,2714.0,iCaekUxSwsPiEJWPHXhXulRC
2023-12-21,2738.0,LiIpgLHf
2023-12-21,2773.0,dQDqMPiJfd
2023-12-21,2794.0,qJjlezFYVVdDFQZUEvBwrF
2023-12-21,2822.0,JqqgKhUi
2023-12-21,2835.0,IxGpKcjsvPbmrzQAJ
2023-12-21,2837.0,unyADcq
2023-12-21,2841.0,WWLnxgnPaXApQuils
2023-12-21,2842.0,cbItYILpt
2023-12-21,2854.0,tYqHgYUhagbyVjegnZhnqSuPI
2023-12-21,2855.0,aJKw
2023-12-21,2856.0,xctillbVauMvZQWS
2023-12-21,2858.0,KiTyfrIwKrDGZJRb
2023-12-21,2863.0,IXlDhrL
2023-12-21,2874.0,cOvG
2023-12-21,2887.0,wzayjbHTIx
2023-12-21,2894.0,AhYOXo
2023-12-21,2897.0,MpDIWHcrp
2023-12-21,2911.0,ItPeIEmpy
2023-12-21,2922.0,uSfVkgYQUoZFVjXNIejMbCkV
2023-12-21,2929.0,OtrTPQHkXmvcGhjoy
2023-12-21,2934.0,yrY
2023-12-21,2942.0,KmoCNikdkbYLx
2023-12-21,2948.0,ayxfpNri
2023-12-21,2988.0,jRLVGGe
2023-12-21,3008.0,dVGzwyQqL
2023-12-21,3022.0,QSrOmwFE
2023-12-21,3033.0,SYgXzSeLQTcx
2023-12-21,3041.0,LCeHoP
2023-12-21,3044.0,yHUWtvrOgBoN
2023-12-21,3046.0,LhyACKZGhvVZvUVm
2023-12-21,3046.0,fwIzOwtng
2023-12-21,3052.0,gcUK
2023-12-21,3078.0,XZnanrEx
2023-12-21,3087.0,mKohYAPSSerXspXwoi
2023-12-21,3102.0,xwUaMqeIZPIrkqpdabaLo
2023-12-21,3106.0,aDYPOIPjAZSkUuStjcf
2023-12-21,3113.0,dXtUqOfOhJfVeNmJCO
2023-12-21,3114.0,fjA
2023-12-21,3145.0,KyYsqRGPiMnAyv
2023-12-21,3153.0,nyJHDmmAmJOEsmmbR
2023-12-21,3156.0,erxFJPWMBTHzHhwYKZ
2023-12-21,3165.0,srWbilAJSOnMprDWQUjR
2023-12-21,3225.0,cZlGCiYGHZnIPQEenCu
2023-12-21,3240.0,VrNlGuSviOFgCdhf
2023-12-21,3255.0,NuXi
2023-12-21,3280.0,KLZMvLWF
2023-12-21,3293.0,AYygEzmAEvpDjIfw
2023-12-21,3303.0,tqdInBcqduaFaTKCGIMxe
2023-12-21,3310.0,Rni
2023-12-21,3322.0,hNtBxsuolXAa
2023-12-21,3334.0,jZm
2023-12-21,3336.0,SrqgAwkjxHNykCOhdPGXB
2023-12-21,3338.0,JNmEC
2023-12-21,3346.0,tuyzsAEqwxI
2023-12-21,3376.0,cxdagfOk
2023-12-21,3390.0,ChIudRKWgbwyGxoNdbkCoSYfj
2023-12-21,3413.0,QsBOhOXipdTyEoLlwZG
2023-12-21,3414.0,dKFPciGiCOmOPoQEWPTBt
2023-12-21,3421.0,JjAaSARV
2023-12-21,3423.0,FcmgYxXXLNGjpOBGDKu
2023-12-21,3430.0,SxT
2023-12-21,3438.0,yfCwgvSQKhAEXqPruhBtFIc
2023-12-21,3445.0,xwTOzxJEpyogjtqmCYCKjW
2023-12-21,3453.0,Gxh
2023-12-21,3461.0,UOUgyBQmmIdAldzyMmKmf
2023-12-21,3462.0,WOf
2023-12-21,3464.0,AIMceerZNpcJmbd
2023-12-21,3483.0,dPJBRsttUze
2023-12-21,3490.0,XQEDZmmgrIKLmWdtKWMsaCWO
2023-12-21,3497.0,OXye
2023-12-21,3498.0,veJlrJdaNIoJZCYGPKPB
2023-12-21,3514.0,TfXcSEiLAp
2023-12-21,3515.0,owVKEeDTWCReht
2023-12-21,3517.0,CBDgjRVHgkEWBUBGUqEwbxUI
2023-12-21,3520.0,YdBzPZVGqZiMTZnaXimSvClm
2023-12-21,3527.0,yrsJRG
2023-12-21,3542.0,ProRiLZRsoqgTrqcMODHnC
2023-12-21,3552.0,NFE
2023-12-21,3552.0,Lkz
2023-12-21,3594.0,RiiRQ
2023-12-21,3595.0,SeR
2023-12-21,3610.0,GDouFVrfEYxLA
2023-12-21,3610.0,xMdXHNmNAJtVCLMOHl
2023-12-21,3642.0,cYolOmCsgKEUwNfSJkTvfCNjs
2023-12-21,3645.0,pHlQnLWqfErsHRcjOrPcENfhL
2023-12-21,3653.0,ZSpVZYvIEZq
2023-12-21,3657.0,LeDiVGODAqnKSsOiYNfWFrZb
2023-12-21,3663.0,bibSce
2023-12-21,3668.0,aAYZ
2023-12-21,3703.0,yWKNKyWujPMzc
2023-12-21,3706.0,TUrNglSqKegzTfNrvjlUP
2023-12-21,3711.0,nRzyZz
2023-12-21,3730.0,hVnFbxzOfcvWgQZWHvaPyUYd
2023-12-21,3732.0,BDROQAOPuWakmWWHoWTneHpn
2023-12-21,3766.0,yoKjmrIYIOhCUGsizqRvyt
2023-12-21,3768.0,zLHSJtzlDBJpXCiGfJiOMN
2023-12-21,3772.0,RyYHsEJzP
2023-12-21,3781.0,EpLPlKxLlwQaarIixrUWPyJz
2023-12-21,3792.0,WPTvCCl
2023-12-21,3815.0,qOlNpVFvBGqCNdplMVqpoA
2023-12-21,3833.0,JhTJzEg
2023-12-21,3842.0,YFBvHvnejRqagljYhEOL
2023-12-21,3854.0,KfsN
2023-12-21,3861.0,qLHHgXVeSxtkLNKgKsoItPMSS
2023-12-21,3894.0,dMcy
2023-12-21,3915.0,utUrBbb
2023-12-21,3919.0,zxmjFhqwTOuqVwOeNURfqvL
2023-12-21,3920.0,RHc
2023-12-21,3926.0,fzUYBXD
2023-12-21,3927.0,LEqJTyIgDJmu
2023-12-21,3936.0,aquZAuZQEyl
2023-12-21,3955.0,BlQZHDMFDVBB
2023-12-21,3962.0,uOGu
2023-12-21,3968.0,amgKJujwyPSIQSPurqbaG
2023-12-21,3998.0,FOD
2023-12-21,3999.0,uSWghYOexXZQwKMRwKlZqir
2023-12-21,4000.0,cDAyyGTCPtFaPmA
2023-12-21,4006.0,bRaJBtgjaFTczJnL
2023-12-21,4017.0,bsy
2023-12-21,4024.0,HovMXphxYBXsbxh
2023-12-21,4048.0,qYrPzNaAXdj
2023-12-21,4062.0,FFSUMBshfeUUy
2023-12-21,4067.0,vIAqnMyqENtKlfJmoaZy
2023-12-21,4073.0,WJauMaCuPmlrooDFe
2023-12-21,4075.0,IMUpVLUGSkeKKfLangii
2023-12-21,4076.0,DkHfovEJWaBto
2023-12-21,4088.0,sgwwNYwjBEmgn
2023-12-21,4105.0,CpflomgRRdCJjYx
2023-12-21,4108.0,ZJYHEmOwc
2023-12-21,4111.0,IWcOQ
2023-12-21,4125.0,nuaINMbqZpTD
2023-12-21,4131.0,SOKIWxLCqHKS
2023-12-21,4135.0,dxijVxmcbwCTHDkRn
2023-12-21,4148.0,mMvrODwEMLfvN
2023-12-21,4164.0,CVVJxTjOBXiKlVlxr
2023-12-21,4170.0,LxVHpNmuHcBEchG
2023-12-21,4178.0,IMbNOKSuuuyMaopvyr
2023-12-21,4185.0,KphHEhNCIooRdZAOBcpEZgkM
2023-12-21,4189.0,wzWWWlVEUlRjprPshHAonuA
2023-12-21,4192.0,sfWiRahCHQWUqlG
2023-12-21,4213.0,zIThmOBPDac
2023-12-21,4244.0,YQXDtIKzrcgsyVzDwoEUqSq
2023-12-21,4250.0,IVnKFthKKXtVF
2023-12-21,4255.0,OpnBGSxQcCebzQZPIpLF
2023-12-21,4260.0,fMOEIeGvowApYoeilJt
2023-12-21,4272.0,xrUfOGapldRQRE
2023-12-21,4277.0,uNFu
2023-12-21,4278.0,MqWtILhlbeIXFYziBsofKonv
2023-12-21,4283.0,UVxfBvwAMFyXGrO
2023-12-21,4296.0,vEEy
2023-12-21,4296.0,APwpcOCKhWR
2023-12-21,4303.0,bKIAyhEX
2023-12-21,4312.0,HHoDxbSHoIuzitHKF
2023-12-21,4314.0,IrdrLLhhZJkFY
2023-12-21,4329.0,zIlDxoxOWK
2023-12-21,4351.0,JfqZxHQCK
2023-12-21,4377.0,fLZUtDveNmTjLJfKOSas
2023-12-21,4387.0,ObyjiBRPL
2023-12-21,4393.0,KNLBnERcrVhNwDmrHJrdTasdU
2023-12-21,4403.0,wsLTwfaph
2023-12-21,4405.0,PYAHmGjl
2023-12-21,4408.0,VtwODeBFORIFtWrLDdX
2023-12-21,4408.0,GYkvUNSwKea
2023-12-21,4411.0,rOxQTGvcns
2023-12-21,4415.0,ICxtYWjfbwgjRz
2023-12-21,4419.0,XItrkxKKHcVZIyk
2023-12-21,4420.0,upOI
2023-12-21,4424.0,nQDTgHC
2023-12-21,4430.0,dIbOFEvd
2023-12-21,4431.0,nfcfxQS
2023-12-21,4436.0,NqxVmpfGSPgF
2023-12-21,4449.0,jjNFssuIuUrC
2023-12-21,4456.0,yqLspt
2023-12-21,4458.0,xHto
2023-12-21,4460.0,rpjfUaKuTPxav
2023-12-21,4477.0,UoNjtjt
2023-12-21,4478.0,cdexvSrdIGcQAwJbHTlnnY
2023-12-21,4478.0,ZqrpgFJSCtBLd
2023-12-21,4482.0,FWMrMUNdvYO
2023-12-21,4483.0,IUhNJlR
2023-12-21,4495.0,JimlqiuvEWENWSBlyQZoI
2023-12-21,4499.0,kCZXumaZxBbGwdNlygqU
2023-12-21,4512.0,qHaidYGhRhsqkniXPlqXM
2023-12-21,4520.0,giUIGruqqYpahLyCut
2023-12-21,4532.0,CgTcgFzoOIVSwhK
2023-12-21,4536.0,JDPAKltl
2023-12-21,4543.0,AmOMfbnIgn
2023-12-21,4546.0,NCblHFDzoIiTNWkhXniakMSh
2023-12-21,4562.0,mfun
2023-12-21,4573.0,vLGjyTtOuRM
2023-12-21,4582.0,YDQCjMIKKAGhJPgxGd
2023-12-21,4583.0,CnEUbFoBfGp
2023-12-21,4590.0,uRCfEujVG
2023-12-21,4606.0,uDFpUsonTWpW
2023-12-21,4617.0,JQoWXSIlsp
2023-12-21,4654.0,dfFnPPqli
2023-12-21,4671.0,LwoOCP
2023-12-21,4689.0,ZwtJeVdyC
2023-12-21,4695.0,yORkSVHa
2023-12-21,4720.0,xwsXfsuFpxJcIDBPSzVmtlMYq
2023-12-21,4726.0,UVrBjOEqOo
2023-12-21,4742.0,RvVY
2023-12-21,4772.0,uKLzlvTwOaDaaBksMOD
2023-12-21,4792.0,tSLCyeIjpVzVj
